NDC_CODE,MAPPED_NDC_CODE,MODE,PRIORITY,VOLUME,CLIENT,BAG_TYPE,BAG_IDENTIFIER,PTL_ID,ptl_cutoff_time
Faridabad_PadamNagar_D (Haryana),Faridabad_PadamNagar_D (Haryana),ANY,ANY,ANY,ANY,Surface,Delhi_N,0010,0430;1130
Ahmedpur_IrrigationClny_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Bhokar_Himayatnagar_DPP (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Bhokar_Sydngr_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Degloor_SiddhartNagar_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Dharmabad_RamNagar_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Hingoli_AundhaNagnath_DPP (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Hingoli_Sengaon_DPP (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Hingoli_Tapdiyanagar_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Kinwat_Mahurrd_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Loha_Sidharthnagar_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Mahagaon_Central_DPP_1 (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Mahagaon_Umarkhed_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Mukhed_Mukramabad_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Mukhed_Naigaon1_DPP (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Mukhed_RajkamalNagar_DPP (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Nanded_AnandNagar_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Nanded_HarshNager_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Nanded_Wajegaon1_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Parbhani_Gajanannagar_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Pusad_Central_DPP_2 (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Umarkhed_HubeCplx_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Vasmat_Khajipura_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
WarangaPhata_Kalamnuri_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),E,ANY,ANY,ANY,Express,Pune_W,0010,0030;0430;2030;2230
Addanki_AbhyudayaNagar_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Addanki_Inkollu_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Addanki_Kopperapadu_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Chimakurthy_Siddavari_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
CumbumAP_RahamaniaNagar_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Giddalur_Ward8_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Kandukur_Gudlur1_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Kandukur_Gudlur_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Kandukur_KotaReddyNgr_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Kandukur_SanthoshNagar_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Kanigiri_Tkriplm_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Kondapi_Anakarlapudi_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Markapur_ShivajiNgr_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Markapur_Vabbapuram_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Martur_Nagarajupalli_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Ongole_MaddiralaPadu_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Ongole_Nagendranagar_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Ongole_Tangutur_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Ongole_Tangutur_H (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Pamuru_ViruvoruRd_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Podili_Sravaniestate_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Podili_Ward2_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Singarayakonda_TrunkRd_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Yrrgondplm_AmbedkarNagar_DPP (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
Yrrgondplm_Tripuranthakam_DPP (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),E,ANY,ANY,ANY,Express,Hyderabad_S,0010,0030;0430;2030;2230
PortBlair_Chakargaon_DPP (Andaman & Nicobar),PortBlair_Chakargaon_DPP (Andaman & Nicobar),E,ANY,ANY,ANY,Express,Port Blair_S,0010,0030;0430;2030;2230
Bhusawal_Kanhala_D (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Burhanpur_IndustArea_D (Madhya Pradesh),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Jalgaon_Erandol1_DPP (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Jalgaon_Midc_D (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Jamner_BusStd_D (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Nepanagar_Ward4_D (Madhya Pradesh),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Pachora_AadarshNagar_D (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Pachora_Kajgaon_DPP (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Pachora_PungaonRoad_D (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Raver_BurhanpurRoad_D (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Soegaon_Shivajinagar_DPP (Maharashtra),Jalgaon_MIDC_I (Maharashtra),E,ANY,ANY,ANY,Express,Jalgaon_W,0010,0030;0430;2030;2230
Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),S,ANY,ANY,ANY,Surface,Bangalore_S,0010,0430
Kanpur_Barra8_D (Uttar Pradesh),Kanpur_Barra8_D (Uttar Pradesh),ANY,ANY,ANY,ANY,Surface,Kanpur_N,0010,0330;0900;1700;2330
Sanvordem_PntmlDPP_D (Goa),Sanvordem_PntmlDPP_D (Goa),S,ANY,ANY,ANY,Surface,Goa_W,0010,0030;0330;0830;1230;1500;2030;2330
Delhi_Gharoli_D (Delhi),Delhi_Gharoli_D (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0010,0600;2330
Armoor_Bheemgal_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Asifabad_Bank_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Asifabad_BypassRd_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Babasagar_Koutala2_DPP (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Banswada_Teacherscolony_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Bellampalli_GandhiNagar_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Bodhan_GouseNagar_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Chennur_Indranagar_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
DharmapuriTS_Boyawada_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Jagtial_Gollapally_DPP (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Jagtial_VaniNagar_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Jainoor_Powerhousecolony_DPP (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Jannaram_SrilankaColony_DPP (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Kaghaznagar_Bhatpalle_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Kaghaznagar_Dahegaon2_DPP (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Koratla_Hajipura_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Luxettipet_Suraram_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Mancherial_Nuspur_I (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Mancherial_RamNagar_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Manthani_ChatnyapuriCly_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Navipet_Dharyapur_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Padmajiwadi_Gandhari_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Peddapalli_Rangampalle_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Ramagundam_Markandeya_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Sironcha_BhoiWardRoad_D (Maharashtra),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Sironcha_Central_D (Maharashtra),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Utnoor_MNCLRd_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Yellareddy_Arjunawada_D (Telangana),Hyderabad_Medchal_GW (Telangana),S,ANY,ANY,ANY,Surface,Hyderabad_S,0010,0500;2330
Kolkata_Mollapara_D (West Bengal),Kolkata_Mollapara_D (West Bengal),S,ANY,ANY,ANY,Surface,Kolkata_E,0010,0030;0330;0830;1230;1500;2030;2330
Delhi_DilshdGrdn_D (Delhi),Delhi_DilshdGrdn_D (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0010,0600;2330
Mysore_Hebbalestate_D (Karnataka),Mysore_Hebbalestate_D (Karnataka),S,ANY,ANY,ANY,Surface,Mysore_S,0011,0430
Delhi_ChhotialPalam_D (Delhi),Delhi_ChhotialPalam_D (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0000;0600
Delhi_Bhajanpura1_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_Daryaganj_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_EastAzadNagar_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_GangaVihar_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_KhurejiKhas_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_PriyadarshniVihar_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_SadarBazar_D (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Delhi_Shahdara_I (Delhi),Delhi_Shahdara_I (Delhi),ANY,ANY,ANY,ANY,Surface,Delhi_N,0011,0600;2330
Bilaspur_BhartiyaNagar_D (Chhattisgarh),Bilaspur_BhartiyaNagar_D (Chhattisgarh),S,ANY,ANY,ANY,Surface,Nagpur_W,0011,0030;0330;0830;1230;1500;2030;2330
Allahabad_HimmatGanj_D (Uttar Pradesh),Allahabad_HimmatGanj_D (Uttar Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0330;0900;1700;2330
Afzalpur_GanagapurRoad_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Afzalpur_Usmaniacolony_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Aland_Sherikarcolony_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Basavakalyan_Morkhandi_DPP (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Bidar_AdarshClny_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Chittapur_Wadi_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Gulbarga_GunjColony_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Gulbarga_Kapnoor_I (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Gulbarga_Kotnoor1_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Gulbarga_PragatiColny_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Humnabad_Kamalapur1_DPP (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Humnabad_Kamalapur2_DPP (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Humnabad_Ward22_DPP (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Jewargi_Ward20_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Mannaekhelli_Bapur_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Sedam_Kalgi_DPP (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Sedam_Venkateshnagar_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Shahapur_LxmiNgr_D (Karnataka),Gulbarga_Kapnoor_I (Karnataka),E,ANY,ANY,ANY,Express,Hyderabad_S,0011,0030;0430;2030;2230
Amanganj_Ward14_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Amarpatan_Ward14_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Barhi_Central_DPP_1 (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Chhatarpur_Nowgong1_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Chhatarpur_Nowgong2_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Chhatarpur_VishnoNagar_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Jaitwara_Nandna1_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Khajuraho_Sevagram_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Madwas_Maujhauli_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Madwas_Papal_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Maihar_Harnampur1_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Majhgawa_MPSEBofc_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Nagod_Pipri_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Panna_Benisagar_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Panna_Devendranagar_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Pawai_Bagrantola_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Pawai_Gunaur_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Raipurkarchulion_Mangwn_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Rampurnaikin_Jhanjh_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Rewa_Duari_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Rewa_Godahar_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Rewa_Sirkhini_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Satna_BandhavgarhColony_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Satna_Nazirabad_I (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Satna_Tapa_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Semariya_Ward14_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Sidhi_Padra_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Sidhi_Ward11_D (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0011,0030;0330;0830;1230;1500;2030;2330
Bangalore_RaghavaNagar_D (Karnataka),Bangalore_RaghavaNagar_D (Karnataka),S,ANY,ANY,ANY,Surface,Bangalore_S,0011,0430
Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),ANY,ANY,ANY,ANY,Surface,Noida_N,0011,0415
Amritsar_Kotkhalsa_D (Punjab),Amritsar_Kotkhalsa_D (Punjab),ANY,ANY,ANY,ANY,Surface,Chandigarh_N,0011,0030;0330;0830;1230;1500;2030;2330
Chamarajanagar_Galipur1_D (Karnataka),Mysore_Hebbalestate_H (Karnataka),E,ANY,ANY,ANY,Express,Mysore_S,0011,0030;0430;2030;2230
