"id","wbn","length","width","height","weight","volume","real_volume","mode","created_at_utc","created_at_ist"
6279,"1490826528483795","19.7","18.6","5.0","70.00","1227.468","1823.291","semi","2026-01-28T13:54:39.159Z","28-01-2026 19:24:39"
6278,"VL0083377508217","18.7","9.1","9.6","70.00","1500.239","1636.686","semi","2026-01-28T13:54:31.419Z","28-01-2026 19:24:31"
6277,"#76986","18.7","9.4","9.8","180.0","1552.367","1726.642","semi","2026-01-28T13:54:23.187Z","28-01-2026 19:24:23"
6276,"#76986","27.7","20.1","12.3","180.0","4047.473","6846.126","semi","2026-01-28T13:54:13.624Z","28-01-2026 19:24:13"
6275,"1490826582869186","16.0","13.7","4.9","190.0","733.557","1078.803","semi","2026-01-28T13:54:04.079Z","28-01-2026 19:24:04"
6274,"1490826645202506","25.1","19.9","3.7","","851.831","1862.799","semi","2026-01-28T13:53:35.693Z","28-01-2026 19:23:35"
6273,"1490826629683731","19.1","18.4","4.7","40.00","1101.588","1668.179","semi","2026-01-28T13:53:28.614Z","28-01-2026 19:23:28"
6272,"1490826569143332","21.1","17.4","7.1","110.0","1910.552","2620.371","semi","2026-01-28T13:53:21.499Z","28-01-2026 19:23:21"
6271,"1490826621483706","16.6","14.4","4.7","130.0","841.209","1131.418","semi","2026-01-28T13:53:13.745Z","28-01-2026 19:23:13"
6270,"1490826645200826","22.8","6.5","3.5","","412.989","515.380","semi","2026-01-28T13:53:09.234Z","28-01-2026 19:23:09"
6269,"1490826639825703","15.3","11.9","3.2","","251.589","586.586","semi","2026-01-28T13:53:04.249Z","28-01-2026 19:23:04"
6268,"1490826608890124","17.4","15.0","5.0","50.00","863.007","1301.059","semi","2026-01-28T13:52:59.754Z","28-01-2026 19:22:59"
6267,"1490826645200270","17.3","14.9","4.5","20.0","795.001","1150.065","semi","2026-01-28T13:52:49.681Z","28-01-2026 19:22:49"
6266,"1490826645200561","21.0","17.3","5.9","","1345.244","2152.746","semi","2026-01-28T13:52:45.445Z","28-01-2026 19:22:45"
6265,"1490826634675490","27.9","20.2","6.9","160.0","2315.501","3895.986","semi","2026-01-28T13:52:39.021Z","28-01-2026 19:22:39"
6264,"1490826599010243","11.6","10.5","6.5","340.0","427.962","790.817","semi","2026-01-28T13:52:34.833Z","28-01-2026 19:22:34"
6263,"1490826637912043","11.0","10.2","7.1","20.0","500.576","795.321","semi","2026-01-28T13:52:28.796Z","28-01-2026 19:22:28"
6262,"1490826637903816","19.5","17.5","6.5","30.00","1365.827","2200.693","semi","2026-01-28T13:52:23.433Z","28-01-2026 19:22:23"
6261,"1490826634666876","19.5","17.5","6.5","200.0","1365.827","2200.693","semi","2026-01-28T13:52:14.694Z","28-01-2026 19:22:14"
6260,"1490826527440471","31.0","21.1","6.5","","2406.035","4232.974","semi","2026-01-28T13:52:09.453Z","28-01-2026 19:22:09"
6259,"1490826569783084","16.4","9.9","5.6","70.00","777.570","910.325","semi","2026-01-28T13:52:00.265Z","28-01-2026 19:22:00"
6258,"1490826638023542","28.8","21.6","5.7","140.0","1635.193","3559.001","semi","2026-01-28T13:51:50.976Z","28-01-2026 19:21:50"
6257,"1490826556659020","22.1","17.8","5.6","50.00","1419.568","2186.553","semi","2026-01-28T13:51:44.009Z","28-01-2026 19:21:44"
6256,"1490826639266860","21.4","17.8","4.6","100.0","1337.117","1754.251","semi","2026-01-28T13:51:38.812Z","28-01-2026 19:21:38"
6255,"1490826639266414","21.3","17.8","7.4","90.00","1994.130","2816.725","semi","2026-01-28T13:51:34.858Z","28-01-2026 19:21:34"
6254,"1490826618795415","21.7","18.9","3.5","140.0","1005.405","1430.054","semi","2026-01-28T13:51:31.068Z","28-01-2026 19:21:31"
6253,"1490826620579752","21.4","15.3","6.4","120.0","1448.122","2100.506","semi","2026-01-28T13:51:25.957Z","28-01-2026 19:21:25"
6252,"1490826634675781","21.0","18.1","6.7","200.0","1774.738","2538.727","semi","2026-01-28T13:51:20.813Z","28-01-2026 19:21:20"
6251,"1490826618795253","20.8","16.1","6.2","140.0","1454.626","2071.798","semi","2026-01-28T13:51:16.383Z","28-01-2026 19:21:16"
6250,"1490826634666994","21.6","11.6","5.8","190.0","931.158","1447.383","semi","2026-01-28T13:51:09.234Z","28-01-2026 19:21:09"
6249,"1490710199750093","13.5","8.8","2.1","50.0","195.699","255.134","semi","2026-01-28T13:51:03.596Z","28-01-2026 19:21:03"
6248,"1490826639824701","14.5","5.1","4.2","","231.801","312.517","semi","2026-01-28T13:50:59.334Z","28-01-2026 19:20:59"
6247,"1490826639825342","21.7","17.4","6.0","","1420.076","2258.754","semi","2026-01-28T13:50:52.911Z","28-01-2026 19:20:52"
6246,"1490826621281793","15.0","14.9","1.6","190.0","276.683","351.817","semi","2026-01-28T13:50:46.824Z","28-01-2026 19:20:46"
6245,"1490826608890334","22.0","17.6","6.2","10.0","1263.219","2412.050","semi","2026-01-28T13:50:42.663Z","28-01-2026 19:20:42"
6244,"1490826634675792","20.7","18.1","7.7","200.0","1484.801","2899.424","semi","2026-01-28T13:50:39.203Z","28-01-2026 19:20:39"
6243,"1490826634667123","21.1","18.5","5.2","200.0","1475.149","2039.598","semi","2026-01-28T13:50:32.967Z","28-01-2026 19:20:32"
6242,"1490826639270500","20.8","18.2","5.6","100.0","1490.101","2112.266","semi","2026-01-28T13:50:27.025Z","28-01-2026 19:20:27"
6241,"1490826618795183","19.8","18.6","4.0","100.0","1057.362","1466.642","semi","2026-01-28T13:50:22.944Z","28-01-2026 19:20:22"
6240,"1490826612828206","21.1","17.5","5.6","80.0","1549.199","2056.590","semi","2026-01-28T13:50:18.593Z","28-01-2026 19:20:18"
6239,"1490826639256076","26.8","26.4","5.3","90.00","2247.204","3739.072","semi","2026-01-28T13:50:10.144Z","28-01-2026 19:20:10"
6238,"1490826608893414","22.6","8.5","2.7","70.0","331.759","523.742","semi","2026-01-28T13:50:03.610Z","28-01-2026 19:20:03"
6237,"1490826639824771","23.1","9.0","3.0","","425.217","617.616","semi","2026-01-28T13:49:58.074Z","28-01-2026 19:19:58"
6236,"1490826592348984","22.8","8.7","2.4","","381.169","471.116","semi","2026-01-28T13:49:51.386Z","28-01-2026 19:19:51"
6235,"1490826639819436","18.1","6.7","4.1","","432.023","497.975","semi","2026-01-28T13:49:45.420Z","28-01-2026 19:19:45"
6234,"1490826639812904","21.0","15.3","7.0","30.0","1622.413","2260.336","semi","2026-01-28T13:49:41.245Z","28-01-2026 19:19:41"
6233,"1490826620570044","22.0","17.5","6.8","90.00","1914.089","2629.950","semi","2026-01-28T13:49:37.713Z","28-01-2026 19:19:37"
6232,"1490826618807676","20.7","18.2","6.6","150.0","1775.780","2503.306","semi","2026-01-28T13:49:29.546Z","28-01-2026 19:19:29"
6231,"1490826617709623","21.9","18.5","3.7","130.0","996.757","1509.848","semi","2026-01-28T13:49:24.684Z","28-01-2026 19:19:24"
6230,"1490826641759630","17.2","14.1","5.7","100.0","757.108","1388.015","semi","2026-01-28T13:49:19.613Z","28-01-2026 19:19:19"
6229,"1490826645202532","17.2","14.1","5.7","","757.108","1388.015","semi","2026-01-28T13:49:13.617Z","28-01-2026 19:19:13"
6228,"1490826639831815","17.8","8.4","2.4","30.0","266.401","357.727","semi","2026-01-28T13:49:09.450Z","28-01-2026 19:19:09"
6227,"1490826639824686","21.2","6.0","5.8","","476.507","747.447","semi","2026-01-28T13:49:05.096Z","28-01-2026 19:19:05"
6226,"1490826639812753","22.7","22.1","7.2","30.000","2160.572","3631.023","semi","2026-01-28T13:49:01.292Z","28-01-2026 19:19:01"
6225,"5808911181390","21.9","17.3","7.3","1000.0","1805.412","2786.923","semi","2026-01-28T13:48:56.368Z","28-01-2026 19:18:56"
6224,"1490826620570022","20.9","19.8","3.0","140.0","859.523","1228.819","semi","2026-01-28T13:48:51.606Z","28-01-2026 19:18:51"
6223,"1490826617707512","19.4","17.8","4.2","130.0","1022.214","1455.616","semi","2026-01-28T13:48:47.047Z","28-01-2026 19:18:47"
6222,"1490826632656270","21.8","19.0","3.7","100.0","999.960","1546.059","semi","2026-01-28T13:48:42.505Z","28-01-2026 19:18:42"
6221,"1490826643891572","19.0","17.2","7.6","110.0","1643.248","2496.517","semi","2026-01-28T13:48:38.253Z","28-01-2026 19:18:38"
6220,"1490826620570092","20.4","16.7","9.3","140.0","1982.128","3178.330","semi","2026-01-28T13:48:33.247Z","28-01-2026 19:18:33"
6219,"1490826620570011","20.4","16.7","9.3","230.0","1982.128","3178.330","semi","2026-01-28T13:48:29.397Z","28-01-2026 19:18:29"
6218,"1490826608892821","21.4","17.9","5.6","","1464.391","2135.866","semi","2026-01-28T13:48:20.575Z","28-01-2026 19:18:20"
6217,"1490826638523983","21.3","17.5","5.0","90.00","1381.360","1858.265","semi","2026-01-28T13:48:16.607Z","28-01-2026 19:18:16"
6216,"1490826641629216","22.2","18.9","6.1","100.0","1719.780","2571.311","semi","2026-01-28T13:48:12.785Z","28-01-2026 19:18:12"
6215,"1490826618807455","22.7","9.2","2.1","100.0","372.794","449.692","semi","2026-01-28T13:48:06.237Z","28-01-2026 19:18:06"
6214,"1490826639824734","19.1","17.8","5.2","","1162.396","1776.281","semi","2026-01-28T13:47:58.950Z","28-01-2026 19:17:58"
6213,"1490826617623663","16.8","11.6","6.3","80.0","851.757","1228.325","semi","2026-01-28T13:47:55.391Z","28-01-2026 19:17:55"
6212,"1490826637911332","22.4","17.6","5.2","300.0","1375.675","2058.996","semi","2026-01-28T13:47:51.797Z","28-01-2026 19:17:51"
6211,"1490826638519481","26.2","22.9","5.0","90.00","1765.217","2979.522","semi","2026-01-28T13:47:47.715Z","28-01-2026 19:17:47"
6210,"1490826497246774","15.9","15.1","4.7","60.0","705.918","1135.898","semi","2026-01-28T13:47:44.185Z","28-01-2026 19:17:44"
6209,"5808911181283","20.4","17.6","4.5","100.0","1149.945","1601.422","semi","2026-01-28T13:47:39.628Z","28-01-2026 19:17:39"
6208,"1490826639270964","17.5","15.2","4.2","80.00","636.171","1121.896","semi","2026-01-28T13:47:36.142Z","28-01-2026 19:17:36"
6207,"941529021669","23.4","18.3","4.7","100.0","1480.865","2024.606","semi","2026-01-28T13:47:31.258Z","28-01-2026 19:17:31"
6206,"1490826604707716","29.3","23.5","6.5","130.0","2756.140","4462.996","semi","2026-01-28T13:47:26.159Z","28-01-2026 19:17:26"
6205,"1490826614102372 : J.25.257, Mfg : Nov 2025","27.7","24.3","5.7","70.0","1804.982","3853.358","semi","2026-01-28T13:47:20.302Z","28-01-2026 19:17:20"
6204,"1490826608896354","28.9","20.9","4.7","70.0","1480.353","2857.305","semi","2026-01-28T13:47:14.589Z","28-01-2026 19:17:14"
6203,"1490826512923554","27.3","27.1","5.7","60.0","2177.810","4230.841","semi","2026-01-28T13:47:08.719Z","28-01-2026 19:17:08"
6202,"1490826608896365","16.2","15.5","6.2","70.00","1227.441","1554.814","semi","2026-01-28T13:47:04.281Z","28-01-2026 19:17:04"
6201,"1490826638024080","21.2","18.0","5.5","170.0","1427.941","2094.982","semi","2026-01-28T13:47:00.084Z","28-01-2026 19:17:00"
6200,"1490826639255155","22.3","9.0","2.0","90.00","300.190","402.299","semi","2026-01-28T13:46:54.646Z","28-01-2026 19:16:54"
6199,"1490826637904870","15.0","11.9","2.2","","204.198","389.869","semi","2026-01-28T13:46:48.936Z","28-01-2026 19:16:48"
6198,"1490826497246214","15.0","11.9","2.2","60.0","204.198","389.869","semi","2026-01-28T13:46:45.033Z","28-01-2026 19:16:45"
6197,"1490826497246380","27.6","23.3","3.7","10.0","1192.026","2387.167","semi","2026-01-28T13:46:39.384Z","28-01-2026 19:16:39"
6196,"1490826497246623","22.4","20.9","8.4","70.00","2883.127","3957.420","semi","2026-01-28T13:46:33.099Z","28-01-2026 19:16:33"
6195,"1490826628252253","20.9","18.0","5.1","320.0","1336.238","1900.799","semi","2026-01-28T13:46:27.557Z","28-01-2026 19:16:27"
6194,"1490826638886340","23.4","20.6","9.5","90.00","3057.928","4582.098","semi","2026-01-28T13:46:24.286Z","28-01-2026 19:16:24"
6193,"1490826641585234","21.1","17.8","5.0","520.0","1320.719","1889.743","semi","2026-01-28T13:46:20.272Z","28-01-2026 19:16:20"
6192,"1490826612837531","22.0","18.9","5.3","80.0","1522.787","2214.281","semi","2026-01-28T13:46:10.703Z","28-01-2026 19:16:10"
6191,"1490826618807444","23.3","12.8","5.9","90.00","1278.520","1771.757","semi","2026-01-28T13:46:06.419Z","28-01-2026 19:16:06"
6190,"19041865436153","24.1","22.1","7.3","240.0","2802.748","3901.883","semi","2026-01-28T13:45:57.827Z","28-01-2026 19:15:57"
6189,"1490826644250392","22.8","12.5","6.0","240.0","1258.977","1715.746","semi","2026-01-28T13:45:53.494Z","28-01-2026 19:15:53"
6188,"18152","21.1","18.8","6.2","240.0","1629.914","2474.388","semi","2026-01-28T13:45:48.688Z","28-01-2026 19:15:48"
6187,"1490826618795286","22.0","17.7","6.7","140.0","1952.106","2615.978","semi","2026-01-28T13:45:43.464Z","28-01-2026 19:15:43"
6186,"1490826618807702","21.2","18.4","3.8","170.0","997.026","1488.426","semi","2026-01-28T13:45:38.617Z","28-01-2026 19:15:38"
6185,"1490826641628866","13.0","10.8","6.5","110.0","496.807","916.023","semi","2026-01-28T13:45:33.973Z","28-01-2026 19:15:33"
6184,"1490826637903411","21.7","18.8","3.2","40.00","963.934","1314.574","semi","2026-01-28T13:45:29.722Z","28-01-2026 19:15:29"
6183,"1490826620579752","20.9","17.9","5.5","110.0","1359.199","2063.095","semi","2026-01-28T13:45:25.995Z","28-01-2026 19:15:25"
6182,"1490710199741122","23.2","22.0","8.3","90.00","2967.540","4247.852","semi","2026-01-28T13:45:21.685Z","28-01-2026 19:15:21"
6181,"1490826628252216","21.9","17.8","6.5","320.0","1700.538","2527.495","semi","2026-01-28T13:45:16.965Z","28-01-2026 19:15:16"
6180,"1490826620569952","20.8","18.1","5.6","140.0","1494.021","2127.178","semi","2026-01-28T13:45:12.761Z","28-01-2026 19:15:12"
6179,"1490826618807691","23.3","8.1","3.3","100.0","448.356","627.570","semi","2026-01-28T13:45:06.834Z","28-01-2026 19:15:06"
6178,"1490826639819182","21.8","16.1","10.2","","2181.908","3569.009","semi","2026-01-28T13:45:02.308Z","28-01-2026 19:15:02"
6177,"1490826620579660","22.1","17.5","6.1","220.0","1517.678","2367.699","semi","2026-01-28T13:44:57.954Z","28-01-2026 19:14:57"
6176,"1490826612837122","21.8","17.1","5.6","90.0","1528.781","2083.215","semi","2026-01-28T13:44:53.480Z","28-01-2026 19:14:53"
6175,"1490826638886524","22.4","18.4","7.2","90.00","1996.056","2985.337","semi","2026-01-28T13:44:49.433Z","28-01-2026 19:14:49"
6174,"1490826617709085","22.2","17.8","7.0","130.0","1905.362","2769.547","semi","2026-01-28T13:44:44.032Z","28-01-2026 19:14:44"
6173,"1490826620569974","22.9","20.7","8.0","120.0","2691.478","3811.511","semi","2026-01-28T13:44:38.010Z","28-01-2026 19:14:38"
6172,"1490826618795205","20.8","17.8","6.7","220.0","1618.796","2480.808","semi","2026-01-28T13:44:32.910Z","28-01-2026 19:14:32"
6171,"1490826618795776","20.8","17.8","6.7","140.0","1618.796","2480.808","semi","2026-01-28T13:44:25.661Z","28-01-2026 19:14:25"
6170,"1490826497246262","14.8","14.7","3.5","10.0","357.495","752.358","semi","2026-01-28T13:42:33.751Z","28-01-2026 19:12:33"
6169,"1490826608890146","21.5","18.3","3.7","30.0","1061.446","1461.689","semi","2026-01-28T13:42:27.981Z","28-01-2026 19:12:27"
6168,"1490826639266661","22.2","17.4","7.6","70.00","1963.436","2937.451","semi","2026-01-28T13:42:22.129Z","28-01-2026 19:12:22"
6167,"1490826617726261","21.3","17.8","5.2","140.0","1375.271","1979.602","semi","2026-01-28T13:42:17.131Z","28-01-2026 19:12:17"
6166,"1490826639255284","21.6","18.3","4.2","80.0","1168.677","1663.825","semi","2026-01-28T13:42:11.970Z","28-01-2026 19:12:11"
6165,"1490826639266683","21.1","17.2","4.9","80.0","1355.674","1783.242","semi","2026-01-28T13:42:07.300Z","28-01-2026 19:12:07"
6164,"1490826638886340","21.3","17.3","6.2","80.0","1664.773","2297.179","semi","2026-01-28T13:42:02.781Z","28-01-2026 19:12:02"
6163,"1490826644232181","23.9","21.4","8.2","90.00","2930.495","4211.043","semi","2026-01-28T13:41:57.173Z","28-01-2026 19:11:57"
6162,"1490826618794973","29.1","21.4","6.3","230.0","2620.738","3930.748","semi","2026-01-28T13:41:49.705Z","28-01-2026 19:11:49"
6161,"1490826631719493","23.6","18.8","7.8","410.0","2511.405","3467.441","semi","2026-01-28T13:41:38.338Z","28-01-2026 19:11:38"
6160,"1490826621052985","27.3","22.2","6.2","350.0","2583.974","3769.854","semi","2026-01-28T13:41:33.858Z","28-01-2026 19:11:33"
6159,"1490826631719504","22.6","20.5","7.5","410.0","1976.103","3499.664","semi","2026-01-28T13:41:26.590Z","28-01-2026 19:11:26"
6158,"1490826629683753","23.2","18.2","6.8","130.0","1928.247","2889.484","semi","2026-01-28T13:41:22.720Z","28-01-2026 19:11:22"
6157,"1490826631832462","13.9","13.6","1.3","130.0","187.289","251.520","semi","2026-01-28T13:41:17.905Z","28-01-2026 19:11:17"
6156,"1490826514666495","21.5","17.6","7.2","","1934.095","2731.430","semi","2026-01-28T13:41:13.050Z","28-01-2026 19:11:13"
6155,"1490826618795603","21.5","17.6","4.9","140.0","1335.781","1868.933","semi","2026-01-28T13:41:08.736Z","28-01-2026 19:11:08"
6154,"1490826612837214","26.6","21.4","6.3","90.00","2671.731","3602.965","semi","2026-01-28T13:41:04.550Z","28-01-2026 19:11:04"
6153,"1490826632422993","21.0","18.1","4.8","430.0","1233.122","1813.155","semi","2026-01-28T13:41:00.128Z","28-01-2026 19:11:00"
6152,"1490826612837531","24.2","22.6","5.2","60.00","1917.753","2829.694","semi","2026-01-28T13:40:55.552Z","28-01-2026 19:10:55"
6151,"1490826642536976","21.0","16.8","6.0","200.0","1553.071","2129.968","semi","2026-01-28T13:40:51.013Z","28-01-2026 19:10:51"
6150,"1490826638898704","21.0","18.2","6.5","100.0","1768.882","2466.566","semi","2026-01-28T13:40:46.853Z","28-01-2026 19:10:46"
6149,"1490826631832296","21.3","14.6","6.5","140.0","1420.579","2030.962","semi","2026-01-28T13:40:40.972Z","28-01-2026 19:10:40"
6148,"1490826634667462","14.4","13.7","3.2","200.0","268.119","637.042","semi","2026-01-28T13:40:35.544Z","28-01-2026 19:10:35"
6147,"1490826497246461","21.2","18.2","6.0","","1632.543","2304.803","semi","2026-01-28T13:40:31.345Z","28-01-2026 19:10:31"
6146,"1490826618807330","22.7","18.3","4.6","80.0","1374.134","1899.924","semi","2026-01-28T13:40:25.999Z","28-01-2026 19:10:25"
6145,"1490826618807363","20.9","18.1","4.7","70.0","1291.406","1786.965","semi","2026-01-28T13:40:20.607Z","28-01-2026 19:10:20"
6144,"1490826612830811","22.4","18.2","4.6","70.0","1355.098","1863.882","semi","2026-01-28T13:40:15.173Z","28-01-2026 19:10:15"
6143,"1490826638886966","20.7","18.1","4.7","80.0","1245.780","1778.243","semi","2026-01-28T13:40:11.022Z","28-01-2026 19:10:11"
6142,"1490826641864361","21.5","18.0","4.8","60.0","1284.406","1870.168","semi","2026-01-28T13:40:07.053Z","28-01-2026 19:10:07"
6141,"1490826639270931","21.3","17.6","5.7","70.0","1438.672","2145.272","semi","2026-01-28T13:40:02.986Z","28-01-2026 19:10:02"
6140,"1490826586909155","21.1","18.4","5.7","140.0","1482.590","2192.563","semi","2026-01-28T13:39:57.013Z","28-01-2026 19:09:57"
6139,"1490710199741122","27.4","21.7","6.5","80.00","2840.484","3875.318","semi","2026-01-28T13:39:52.495Z","28-01-2026 19:09:52"
6138,"1490826632423030","20.8","18.1","5.7","420.0","1580.674","2153.094","semi","2026-01-28T13:39:46.736Z","28-01-2026 19:09:46"
6137,"1490826612830763","22.0","18.3","4.9","80.00","1305.602","1977.951","semi","2026-01-28T13:39:41.696Z","28-01-2026 19:09:41"
6136,"1490826612830796","20.4","17.1","5.0","70.00","1177.409","1753.533","semi","2026-01-28T13:39:36.076Z","28-01-2026 19:09:36"
6135,"1490826634541893","21.0","18.2","4.9","140.0","1301.487","1879.447","semi","2026-01-28T13:39:29.484Z","28-01-2026 19:09:29"
6134,"1490826612837262","21.7","19.1","3.7","60.00","954.703","1545.805","semi","2026-01-28T13:39:24.701Z","28-01-2026 19:09:24"
6133,"1490826617707932","21.4","17.6","4.8","100.0","1341.319","1816.445","semi","2026-01-28T13:39:20.361Z","28-01-2026 19:09:20"
6132,"1490826612838065","21.0","17.1","5.9","80.00","1481.283","2134.529","semi","2026-01-28T13:39:15.905Z","28-01-2026 19:09:15"
6131,"1490826586932325","21.6","17.8","6.9","210.0","1961.882","2667.963","semi","2026-01-28T13:39:10.463Z","28-01-2026 19:09:10"
6130,"1490826618807676","21.6","18.4","6.5","140.0","1733.418","2596.239","semi","2026-01-28T13:39:05.470Z","28-01-2026 19:09:05"
6129,"1490826617708680","24.0","22.6","7.8","120.0","2726.455","4227.594","semi","2026-01-28T13:39:00.831Z","28-01-2026 19:09:00"
6128,"1490826628252183","24.7","21.7","7.1","290.0","2706.712","3819.902","semi","2026-01-28T13:38:56.591Z","28-01-2026 19:08:56"
6127,"1490826579440284","21.2","17.9","5.1","290.0","1382.034","1926.492","semi","2026-01-28T13:38:51.728Z","28-01-2026 19:08:51"
6126,"1490826639276542","21.5","19.2","3.2","70.0","858.407","1336.030","semi","2026-01-28T13:38:45.371Z","28-01-2026 19:08:45"
6125,"1490826618794995","21.3","17.8","5.3","90.00","1508.015","2018.875","semi","2026-01-28T13:38:41.648Z","28-01-2026 19:08:41"
6124,"1490826639255262","20.5","18.2","6.7","70.0","1674.555","2509.963","semi","2026-01-28T13:38:38.027Z","28-01-2026 19:08:38"
6123,"1490826617708643","19.5","18.4","4.8","120.0","1035.106","1731.497","semi","2026-01-28T13:38:34.046Z","28-01-2026 19:08:34"
6122,"1490826617624271","21.1","17.8","7.5","100.0","1987.568","2823.533","semi","2026-01-28T13:38:17.895Z","28-01-2026 19:08:17"
6121,"1490826617709586","19.9","19.3","4.0","120.0","958.355","1519.290","semi","2026-01-28T13:38:06.033Z","28-01-2026 19:08:06"
6120,"1490826617626205","21.5","18.6","5.0","30.0","1321.749","1980.640","semi","2026-01-28T13:38:00.697Z","28-01-2026 19:08:00"
6119,"1490826618796395","22.9","17.5","7.0","60.00","2088.284","2815.324","semi","2026-01-28T13:37:56.334Z","28-01-2026 19:07:56"
6118,"1490826618807724","18.9","18.3","4.9","140.0","1170.252","1702.227","semi","2026-01-28T13:37:51.304Z","28-01-2026 19:07:51"
6117,"1490826617623641","20.5","18.2","4.8","90.0","1210.832","1799.632","semi","2026-01-28T13:37:44.834Z","28-01-2026 19:07:44"
6116,"1490826639255365","27.3","21.3","6.3","70.00","2600.508","3688.007","semi","2026-01-28T13:37:40.340Z","28-01-2026 19:07:40"
6115,"1490826586219961","26.2","22.1","5.6","430.0","2339.500","3234.591","semi","2026-01-28T13:37:36.137Z","28-01-2026 19:07:36"
6114,"1490826632423063","18.8","17.8","4.4","340.0","1038.664","1474.533","semi","2026-01-28T13:37:31.952Z","28-01-2026 19:07:31"
6113,"1490826632656270","22.9","22.2","5.7","80.0","1905.213","2885.273","semi","2026-01-28T13:37:27.656Z","28-01-2026 19:07:27"
6112,"1490826621926342","22.3","19.6","6.1","40.00","1650.306","2668.595","semi","2026-01-28T13:37:22.668Z","28-01-2026 19:07:22"
6111,"1490826641396304","25.2","20.5","11.8","230.0","4100.720","6109.493","semi","2026-01-28T13:37:19.067Z","28-01-2026 19:07:19"
6110,"1490826635189430","26.9","23.0","5.5","760.0","2240.277","3386.342","semi","2026-01-28T13:37:15.190Z","28-01-2026 19:07:15"
6109,"1490826632423041","27.8","21.7","6.2","340.0","2693.126","3759.741","semi","2026-01-28T13:37:11.086Z","28-01-2026 19:07:11"
6108,"1490826632423004","18.7","18.4","4.5","420.0","1037.148","1538.838","semi","2026-01-28T13:37:00.717Z","28-01-2026 19:07:00"
6107,"1490826617626006","19.8","18.9","5.0","80.0","1112.320","1855.109","semi","2026-01-28T13:36:54.974Z","28-01-2026 19:06:54"
6106,"1490826617626194","28.2","21.1","5.6","70.00","2469.967","3346.370","semi","2026-01-28T13:36:50.621Z","28-01-2026 19:06:50"
6105,"1490826631719541","23.1","19.8","7.9","390.0","2609.127","3603.743","semi","2026-01-28T13:36:41.477Z","28-01-2026 19:06:41"
6104,"1490826641396326","19.1","18.5","4.3","360.0","988.215","1515.346","semi","2026-01-28T13:36:36.688Z","28-01-2026 19:06:36"
6103,"1490826632656325","20.7","17.4","7.6","100.0","1859.875","2721.491","semi","2026-01-28T13:36:32.225Z","28-01-2026 19:06:32"
6102,"1490826617623943","32.0","28.9","5.7","250.0","3083.682","5284.953","semi","2026-01-28T13:36:24.718Z","28-01-2026 19:06:24"
6101,"1282444003336","23.5","22.4","8.2","140.0","2954.246","4317.851","semi","2026-01-28T13:36:20.444Z","28-01-2026 19:06:20"
6100,"1490826628252216","23.1","21.1","8.2","310.0","2858.768","4003.422","semi","2026-01-28T13:36:15.084Z","28-01-2026 19:06:15"
6099,"1490826579480626","24.2","21.4","8.3","420.0","2979.926","4324.529","semi","2026-01-28T13:36:08.143Z","28-01-2026 19:06:08"
6098,"1490826628252161","21.4","17.8","8.0","340.0","2111.466","3045.468","semi","2026-01-28T13:36:01.851Z","28-01-2026 19:06:01"
6097,"1490826620889550","22.2","19.9","9.7","350.0","3244.470","4295.137","semi","2026-01-28T13:35:56.830Z","28-01-2026 19:05:56"
6096,"1490826579482380","27.7","21.9","5.9","440.0","2277.539","3577.138","semi","2026-01-28T13:35:52.015Z","28-01-2026 19:05:52"
6095,"1490826632423015","23.3","21.3","9.6","360.0","3237.238","4778.211","semi","2026-01-28T13:35:44.809Z","28-01-2026 19:05:44"
6094,"1490826579435933","27.9","21.0","5.8","440.0","2421.137","3414.376","semi","2026-01-28T13:35:37.179Z","28-01-2026 19:05:37"
6093,"1490826632423170","24.4","20.9","7.9","380.0","3041.586","4048.771","semi","2026-01-28T13:35:31.531Z","28-01-2026 19:05:31"
6092,"1490826640432861","28.3","23.5","2.7","480.0","906.549","1813.812","semi","2026-01-28T13:35:26.959Z","28-01-2026 19:05:26"
6091,"1490826635189065","29.8","23.9","2.7","120.0","1134.275","1938.973","semi","2026-01-28T13:35:21.830Z","28-01-2026 19:05:21"
6090,"1490826636591541","28.1","21.6","6.0","130.0","2537.921","3628.683","semi","2026-01-28T13:35:17.171Z","28-01-2026 19:05:17"
6089,"1490826631719574","20.7","19.3","3.7","390.0","919.067","1484.278","semi","2026-01-28T13:35:13.044Z","28-01-2026 19:05:13"
6088,"1490826617623766","26.8","22.6","5.8","60.00","2470.185","3518.514","semi","2026-01-28T13:35:08.604Z","28-01-2026 19:05:08"
6087,"1490826640419896","20.1","18.1","6.0","320.0","1679.738","2199.058","semi","2026-01-28T13:35:04.965Z","28-01-2026 19:05:04"
6086,"1490826618807632","19.2","18.3","4.5","90.0","997.723","1570.949","semi","2026-01-28T13:35:00.679Z","28-01-2026 19:05:00"
6085,"1490826617626032","20.0","17.5","8.2","90.00","1904.082","2877.520","semi","2026-01-28T13:34:56.193Z","28-01-2026 19:04:56"
6084,"1490826638053325","19.7","19.3","4.2","310.0","1022.746","1607.949","semi","2026-01-28T13:34:51.955Z","28-01-2026 19:04:51"
6083,"1490826617626102","23.0","18.1","2.7","70.0","952.792","1144.797","semi","2026-01-28T13:34:47.457Z","28-01-2026 19:04:47"
6082,"1490826635189043","21.6","18.9","2.7","150.0","687.721","1108.176","semi","2026-01-28T13:34:41.907Z","28-01-2026 19:04:41"
